STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-GRDD-BASE40,Completeness Flag,DLY-HTDD-BASE40,Completeness Flag,DLY-PRCP-25PCTL,Completeness Flag,DLY-TAVG-NORMAL,Completeness Flag
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100414,-7777,Q,10,Q,-9999, ,307,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100415,-7777,Q,9,Q,-9999, ,309,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100416,-7777,Q,9,Q,-9999, ,312,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100417,-7777,Q,9,Q,-9999, ,314,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100418,-7777,Q,9,Q,-9999, ,316,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100419,-7777,Q,8,Q,-9999, ,319,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100420,-7777,Q,8,Q,-9999, ,321,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100421,-7777,Q,8,Q,-9999, ,324,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100422,-7777,Q,8,Q,-9999, ,326,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100423,-7777,Q,8,Q,-9999, ,329,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100424,1,Q,7,Q,-9999, ,331,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100425,1,Q,7,Q,-9999, ,334,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100426,1,Q,7,Q,-9999, ,337,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100427,1,Q,7,Q,-9999, ,339,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100428,1,Q,7,Q,-9999, ,342,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100429,1,Q,7,Q,-9999, ,345,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100430,1,Q,6,Q,-9999, ,348,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100501,1,Q,6,Q,-9999, ,351,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100502,1,Q,6,Q,-9999, ,353,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100503,2,Q,6,Q,-9999, ,356,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100504,2,Q,6,Q,-9999, ,359,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100505,2,Q,6,Q,-9999, ,362,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100506,2,Q,5,Q,-9999, ,365,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100507,2,Q,5,Q,-9999, ,368,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100508,2,Q,5,Q,-9999, ,371,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100509,2,Q,5,Q,-9999, ,374,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100510,2,Q,4,Q,-9999, ,377,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100511,2,Q,4,Q,-9999, ,379,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100512,2,Q,4,Q,-9999, ,382,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100513,2,Q,3,Q,-9999, ,385,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100514,2,Q,3,Q,-9999, ,388,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100515,2,Q,3,Q,-9999, ,391,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100516,2,Q,3,Q,-9999, ,394,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100517,2,Q,2,Q,-9999, ,397,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100518,2,Q,2,Q,-9999, ,400,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100519,2,Q,2,Q,-9999, ,404,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100520,2,Q,2,Q,-9999, ,407,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100521,2,Q,2,Q,-9999, ,410,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100522,3,Q,1,Q,-9999, ,413,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100523,3,Q,1,Q,-9999, ,416,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100524,3,Q,1,Q,-9999, ,419,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100525,3,Q,1,Q,-9999, ,422,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100526,3,Q,1,Q,-9999, ,425,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100527,4,Q,1,Q,-9999, ,429,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100528,4,Q,1,Q,-9999, ,432,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100529,4,Q,1,Q,-9999, ,435,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100530,4,Q,1,Q,-9999, ,438,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100531,5,Q,1,Q,-9999, ,442,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100601,5,Q,1,Q,-9999, ,445,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100602,5,Q,-7777,Q,-9999, ,448,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100603,6,Q,-7777,Q,-9999, ,452,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100604,6,Q,-7777,Q,-9999, ,455,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100605,6,Q,-7777,Q,-9999, ,458,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100606,6,Q,-7777,Q,-9999, ,462,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100607,7,Q,-7777,Q,-9999, ,465,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100608,7,Q,-7777,Q,-9999, ,468,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100609,7,Q,-7777,Q,-9999, ,471,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100610,8,Q,-7777,Q,-9999, ,475,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100611,8,Q,-7777,Q,-9999, ,478,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100612,8,Q,-7777,Q,-9999, ,481,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100613,9,Q,-7777,Q,-9999, ,485,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100614,9,Q,-7777,Q,-9999, ,488,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100615,9,Q,-7777,Q,-9999, ,491,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100616,10,Q,-7777,Q,-9999, ,494,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100617,10,Q,-7777,Q,-9999, ,497,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100618,10,Q,-7777,Q,-9999, ,500,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100619,10,Q,-7777,Q,-9999, ,503,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100620,11,Q,-7777,Q,-9999, ,506,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100621,11,Q,-7777,Q,-9999, ,509,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100622,11,Q,-7777,Q,-9999, ,512,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100623,11,Q,-7777,Q,-9999, ,515,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100624,12,Q,-7777,Q,-9999, ,517,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100625,12,Q,-7777,Q,-9999, ,520,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100626,12,Q,-7777,Q,-9999, ,522,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100627,12,Q,-7777,Q,-9999, ,525,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100628,13,Q,-7777,Q,-9999, ,527,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100629,13,Q,-7777,Q,-9999, ,529,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100630,13,Q,-7777,Q,-9999, ,531,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100701,13,Q,-7777,Q,-9999, ,533,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100702,13,Q,-7777,Q,-9999, ,535,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100703,14,Q,-7777,Q,-9999, ,537,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100704,14,Q,-7777,Q,-9999, ,538,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100705,14,Q,-7777,Q,-9999, ,540,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100706,14,Q,0,Q,-9999, ,541,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100707,14,Q,0,Q,-9999, ,542,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100708,14,Q,0,Q,-9999, ,544,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100709,14,Q,0,Q,-9999, ,545,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100710,15,Q,0,Q,-9999, ,546,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100711,15,Q,0,Q,-9999, ,546,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100712,15,Q,0,Q,-9999, ,547,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100713,15,Q,0,Q,-9999, ,548,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100714,15,Q,0,Q,-9999, ,548,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100715,15,Q,0,Q,-9999, ,549,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100716,15,Q,0,Q,-9999, ,549,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100717,15,Q,0,Q,-9999, ,550,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100718,15,Q,0,Q,-9999, ,550,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100719,15,Q,0,Q,-9999, ,550,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100720,15,Q,0,Q,-9999, ,550,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100721,15,Q,0,Q,-9999, ,550,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100722,15,Q,0,Q,-9999, ,550,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100723,15,Q,0,Q,-9999, ,550,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100724,15,Q,0,Q,-9999, ,550,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100725,15,Q,0,Q,-9999, ,549,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100726,15,Q,0,Q,-9999, ,549,Q
GHCND:USW00094075,BOULDER 14 W CO US,2995.6,40.0354,-105.5409,20100727,15,Q,0,Q,-9999, ,549,Q
